synapse_id,expected_name,relative_path
syn54238763,clip01_label0.npy,TEST/subject12_config1/clip01_label0.npy
syn54239193,clip02_label8.npy,TEST/subject12_config1/clip02_label8.npy
syn54237609,clip03_label1.npy,TEST/subject12_config1/clip03_label1.npy
syn54238429,clip04_label8.npy,TEST/subject12_config1/clip04_label8.npy
syn54238926,clip05_label1.npy,TEST/subject12_config1/clip05_label1.npy
syn54239307,clip06_label8.npy,TEST/subject12_config1/clip06_label8.npy
syn54237487,clip07_label2.npy,TEST/subject12_config1/clip07_label2.npy
syn54238653,clip08_label6.npy,TEST/subject12_config1/clip08_label6.npy
syn54238168,clip09_label3.npy,TEST/subject12_config1/clip09_label3.npy
syn54238325,clip10_label7.npy,TEST/subject12_config1/clip10_label7.npy
syn54239717,clip11_label2.npy,TEST/subject12_config1/clip11_label2.npy
syn54239967,clip12_label6.npy,TEST/subject12_config1/clip12_label6.npy
syn54237292,clip13_label3.npy,TEST/subject12_config1/clip13_label3.npy
syn54237153,clip14_label8.npy,TEST/subject12_config1/clip14_label8.npy
syn54237016,clip15_label4.npy,TEST/subject12_config1/clip15_label4.npy
syn54238504,clip16_label8.npy,TEST/subject12_config1/clip16_label8.npy
syn54239082,clip17_label5.npy,TEST/subject12_config1/clip17_label5.npy
syn54240068,clip18_label8.npy,TEST/subject12_config1/clip18_label8.npy
syn54239495,clip19_label3.npy,TEST/subject12_config1/clip19_label3.npy
syn54239835,clip20_label9.npy,TEST/subject12_config1/clip20_label9.npy
syn54238014,clip21_label2.npy,TEST/subject12_config1/clip21_label2.npy
syn54237367,clip22_label8.npy,TEST/subject12_config1/clip22_label8.npy
syn54259047,clip00_label8.npy,TEST/subject12_config2/clip00_label8.npy
syn54259053,clip01_label0.npy,TEST/subject12_config2/clip01_label0.npy
syn54259057,clip02_label8.npy,TEST/subject12_config2/clip02_label8.npy
syn54259046,clip03_label1.npy,TEST/subject12_config2/clip03_label1.npy
syn54259051,clip04_label8.npy,TEST/subject12_config2/clip04_label8.npy
syn54259056,clip05_label1.npy,TEST/subject12_config2/clip05_label1.npy
syn54258004,clip06_label2.npy,TEST/subject12_config2/clip06_label2.npy
syn54259066,clip07_label6.npy,TEST/subject12_config2/clip07_label6.npy
syn54259064,clip08_label3.npy,TEST/subject12_config2/clip08_label3.npy
syn54259050,clip09_label7.npy,TEST/subject12_config2/clip09_label7.npy
syn54259068,clip10_label2.npy,TEST/subject12_config2/clip10_label2.npy
syn54258387,clip11_label6.npy,TEST/subject12_config2/clip11_label6.npy
syn54259059,clip12_label3.npy,TEST/subject12_config2/clip12_label3.npy
syn54259065,clip13_label8.npy,TEST/subject12_config2/clip13_label8.npy
syn54259058,clip14_label4.npy,TEST/subject12_config2/clip14_label4.npy
syn54259061,clip15_label8.npy,TEST/subject12_config2/clip15_label8.npy
syn54258884,clip16_label5.npy,TEST/subject12_config2/clip16_label5.npy
syn54259060,clip17_label8.npy,TEST/subject12_config2/clip17_label8.npy
syn54259052,clip18_label2.npy,TEST/subject12_config2/clip18_label2.npy
syn54258557,clip19_label9.npy,TEST/subject12_config2/clip19_label9.npy
syn54258197,clip20_label3.npy,TEST/subject12_config2/clip20_label3.npy
syn54259069,clip21_label8.npy,TEST/subject12_config2/clip21_label8.npy
syn54259749,clip00_label8.npy,TEST/subject12_config3/clip00_label8.npy
syn54259975,clip01_label0.npy,TEST/subject12_config3/clip01_label0.npy
syn54260099,clip02_label8.npy,TEST/subject12_config3/clip02_label8.npy
syn54259730,clip03_label1.npy,TEST/subject12_config3/clip03_label1.npy
syn54259873,clip04_label8.npy,TEST/subject12_config3/clip04_label8.npy
syn54260015,clip05_label1.npy,TEST/subject12_config3/clip05_label1.npy
syn54260129,clip06_label8.npy,TEST/subject12_config3/clip06_label8.npy
syn54259682,clip07_label2.npy,TEST/subject12_config3/clip07_label2.npy
syn54259928,clip08_label6.npy,TEST/subject12_config3/clip08_label6.npy
syn54259815,clip09_label3.npy,TEST/subject12_config3/clip09_label3.npy
syn54259847,clip10_label7.npy,TEST/subject12_config3/clip10_label7.npy
syn54260193,clip11_label2.npy,TEST/subject12_config3/clip11_label2.npy
syn54260264,clip12_label6.npy,TEST/subject12_config3/clip12_label6.npy
syn54259607,clip13_label3.npy,TEST/subject12_config3/clip13_label3.npy
syn54259520,clip14_label8.npy,TEST/subject12_config3/clip14_label8.npy
syn54259495,clip15_label4.npy,TEST/subject12_config3/clip15_label4.npy
syn54259892,clip16_label8.npy,TEST/subject12_config3/clip16_label8.npy
syn54260083,clip17_label5.npy,TEST/subject12_config3/clip17_label5.npy
syn54260290,clip18_label8.npy,TEST/subject12_config3/clip18_label8.npy
syn54260346,clip19_label2.npy,TEST/subject12_config3/clip19_label2.npy
syn54260231,clip20_label9.npy,TEST/subject12_config3/clip20_label9.npy
syn54259570,clip21_label3.npy,TEST/subject12_config3/clip21_label3.npy
syn54259633,clip22_label8.npy,TEST/subject12_config3/clip22_label8.npy
syn54260635,clip00_label8.npy,TEST/subject13_config1/clip00_label8.npy
syn54260761,clip01_label0.npy,TEST/subject13_config1/clip01_label0.npy
syn54261011,clip02_label1.npy,TEST/subject13_config1/clip02_label1.npy
syn54260608,clip03_label1.npy,TEST/subject13_config1/clip03_label1.npy
syn54260821,clip04_label2.npy,TEST/subject13_config1/clip04_label2.npy
syn54260518,clip05_label6.npy,TEST/subject13_config1/clip05_label6.npy
syn54261181,clip06_label3.npy,TEST/subject13_config1/clip06_label3.npy
syn54261540,clip07_label7.npy,TEST/subject13_config1/clip07_label7.npy
syn54260471,clip08_label2.npy,TEST/subject13_config1/clip08_label2.npy
syn54260681,clip09_label6.npy,TEST/subject13_config1/clip09_label6.npy
syn54261353,clip10_label3.npy,TEST/subject13_config1/clip10_label3.npy
syn54260399,clip11_label8.npy,TEST/subject13_config1/clip11_label8.npy
syn54261112,clip12_label4.npy,TEST/subject13_config1/clip12_label4.npy
syn54261367,clip13_label8.npy,TEST/subject13_config1/clip13_label8.npy
syn54261474,clip14_label5.npy,TEST/subject13_config1/clip14_label5.npy
syn54261205,clip15_label8.npy,TEST/subject13_config1/clip15_label8.npy
syn54260921,clip16_label2.npy,TEST/subject13_config1/clip16_label2.npy
syn54261302,clip17_label9.npy,TEST/subject13_config1/clip17_label9.npy
syn54261253,clip18_label3.npy,TEST/subject13_config1/clip18_label3.npy
syn54254845,clip00_label8.npy,TEST/subject13_config2/clip00_label8.npy
syn54255731,clip01_label0.npy,TEST/subject13_config2/clip01_label0.npy
syn54256818,clip02_label1.npy,TEST/subject13_config2/clip02_label1.npy
syn54255177,clip03_label8.npy,TEST/subject13_config2/clip03_label8.npy
syn54256306,clip04_label1.npy,TEST/subject13_config2/clip04_label1.npy
syn54256407,clip05_label8.npy,TEST/subject13_config2/clip05_label8.npy
syn54253884,clip06_label2.npy,TEST/subject13_config2/clip06_label2.npy
syn54257480,clip07_label6.npy,TEST/subject13_config2/clip07_label6.npy
syn54257180,clip08_label3.npy,TEST/subject13_config2/clip08_label3.npy
syn54255050,clip09_label7.npy,TEST/subject13_config2/clip09_label7.npy
syn54257722,clip10_label2.npy,TEST/subject13_config2/clip10_label2.npy
syn54254268,clip11_label6.npy,TEST/subject13_config2/clip11_label6.npy
syn54256555,clip12_label3.npy,TEST/subject13_config2/clip12_label3.npy
syn54257313,clip13_label8.npy,TEST/subject13_config2/clip13_label8.npy
syn54256000,clip14_label4.npy,TEST/subject13_config2/clip14_label4.npy
syn54256945,clip15_label8.npy,TEST/subject13_config2/clip15_label8.npy
syn54254788,clip16_label5.npy,TEST/subject13_config2/clip16_label5.npy
syn54256889,clip17_label8.npy,TEST/subject13_config2/clip17_label8.npy
syn54255504,clip18_label2.npy,TEST/subject13_config2/clip18_label2.npy
syn54254460,clip19_label9.npy,TEST/subject13_config2/clip19_label9.npy
syn54254107,clip20_label3.npy,TEST/subject13_config2/clip20_label3.npy
syn54257775,clip21_label8.npy,TEST/subject13_config2/clip21_label8.npy
syn54240934,clip00_label8.npy,TEST/subject13_config3/clip00_label8.npy
syn54241278,clip01_label0.npy,TEST/subject13_config3/clip01_label0.npy
syn54241951,clip02_label1.npy,TEST/subject13_config3/clip02_label1.npy
syn54240868,clip03_label1.npy,TEST/subject13_config3/clip03_label1.npy
syn54240994,clip04_label8.npy,TEST/subject13_config3/clip04_label8.npy
syn54240207,clip05_label2.npy,TEST/subject13_config3/clip05_label2.npy
syn54241109,clip06_label6.npy,TEST/subject13_config3/clip06_label6.npy
syn54240512,clip07_label3.npy,TEST/subject13_config3/clip07_label3.npy
syn54242626,clip08_label7.npy,TEST/subject13_config3/clip08_label7.npy
syn54242127,clip09_label2.npy,TEST/subject13_config3/clip09_label2.npy
syn54242546,clip10_label6.npy,TEST/subject13_config3/clip10_label6.npy
syn54242445,clip11_label3.npy,TEST/subject13_config3/clip11_label3.npy
syn54240613,clip12_label8.npy,TEST/subject13_config3/clip12_label8.npy
syn54241559,clip13_label4.npy,TEST/subject13_config3/clip13_label4.npy
syn54242904,clip14_label5.npy,TEST/subject13_config3/clip14_label5.npy
syn54242317,clip15_label2.npy,TEST/subject13_config3/clip15_label2.npy
syn54240306,clip16_label9.npy,TEST/subject13_config3/clip16_label9.npy
syn54241715,clip17_label3.npy,TEST/subject13_config3/clip17_label3.npy
syn54242653,clip18_label8.npy,TEST/subject13_config3/clip18_label8.npy
syn54259076,clip00_label8.npy,TEST/subject14_config1/clip00_label8.npy
syn54259081,clip01_label0.npy,TEST/subject14_config1/clip01_label0.npy
syn54259100,clip02_label1.npy,TEST/subject14_config1/clip02_label1.npy
syn54259078,clip03_label8.npy,TEST/subject14_config1/clip03_label8.npy
syn54259085,clip04_label1.npy,TEST/subject14_config1/clip04_label1.npy
syn54259086,clip05_label8.npy,TEST/subject14_config1/clip05_label8.npy
syn54259071,clip06_label2.npy,TEST/subject14_config1/clip06_label2.npy
syn54259304,clip07_label6.npy,TEST/subject14_config1/clip07_label6.npy
syn54259215,clip08_label3.npy,TEST/subject14_config1/clip08_label3.npy
syn54259077,clip09_label7.npy,TEST/subject14_config1/clip09_label7.npy
syn54259372,clip10_label2.npy,TEST/subject14_config1/clip10_label2.npy
syn54259073,clip11_label6.npy,TEST/subject14_config1/clip11_label6.npy
syn54259087,clip12_label3.npy,TEST/subject14_config1/clip12_label3.npy
syn54259253,clip13_label8.npy,TEST/subject14_config1/clip13_label8.npy
syn54259084,clip14_label4.npy,TEST/subject14_config1/clip14_label4.npy
syn54259136,clip15_label8.npy,TEST/subject14_config1/clip15_label8.npy
syn54259075,clip16_label5.npy,TEST/subject14_config1/clip16_label5.npy
syn54259116,clip17_label8.npy,TEST/subject14_config1/clip17_label8.npy
syn54259080,clip18_label2.npy,TEST/subject14_config1/clip18_label2.npy
syn54259074,clip19_label9.npy,TEST/subject14_config1/clip19_label9.npy
syn54259072,clip20_label3.npy,TEST/subject14_config1/clip20_label3.npy
syn54259409,clip21_label8.npy,TEST/subject14_config1/clip21_label8.npy
syn54252467,clip00_label0.npy,TEST/subject14_config2/clip00_label0.npy
syn54251833,clip01_label8.npy,TEST/subject14_config2/clip01_label8.npy
syn54252907,clip02_label1.npy,TEST/subject14_config2/clip02_label1.npy
syn54251096,clip03_label8.npy,TEST/subject14_config2/clip03_label8.npy
syn54252181,clip04_label1.npy,TEST/subject14_config2/clip04_label1.npy
syn54251764,clip05_label0.npy,TEST/subject14_config2/clip05_label0.npy
syn54249985,clip06_label2.npy,TEST/subject14_config2/clip06_label2.npy
syn54253495,clip07_label6.npy,TEST/subject14_config2/clip07_label6.npy
syn54253215,clip08_label3.npy,TEST/subject14_config2/clip08_label3.npy
syn54251028,clip09_label7.npy,TEST/subject14_config2/clip09_label7.npy
syn54253721,clip10_label2.npy,TEST/subject14_config2/clip10_label2.npy
syn54250398,clip11_label6.npy,TEST/subject14_config2/clip11_label6.npy
syn54252633,clip12_label3.npy,TEST/subject14_config2/clip12_label3.npy
syn54253326,clip13_label8.npy,TEST/subject14_config2/clip13_label8.npy
syn54252113,clip14_label4.npy,TEST/subject14_config2/clip14_label4.npy
syn54253009,clip15_label8.npy,TEST/subject14_config2/clip15_label8.npy
syn54250860,clip16_label5.npy,TEST/subject14_config2/clip16_label5.npy
syn54252961,clip17_label8.npy,TEST/subject14_config2/clip17_label8.npy
syn54251420,clip18_label2.npy,TEST/subject14_config2/clip18_label2.npy
syn54250551,clip19_label9.npy,TEST/subject14_config2/clip19_label9.npy
syn54250241,clip20_label3.npy,TEST/subject14_config2/clip20_label3.npy
syn54236743,clip00_label8.npy,TEST/subject14_config3/clip00_label8.npy
syn54236750,clip01_label0.npy,TEST/subject14_config3/clip01_label0.npy
syn54236758,clip02_label8.npy,TEST/subject14_config3/clip02_label8.npy
syn54236742,clip03_label1.npy,TEST/subject14_config3/clip03_label1.npy
syn54236745,clip04_label8.npy,TEST/subject14_config3/clip04_label8.npy
syn54236755,clip05_label1.npy,TEST/subject14_config3/clip05_label1.npy
syn54236739,clip06_label2.npy,TEST/subject14_config3/clip06_label2.npy
syn54236770,clip07_label6.npy,TEST/subject14_config3/clip07_label6.npy
syn54236768,clip08_label3.npy,TEST/subject14_config3/clip08_label3.npy
syn54236744,clip09_label7.npy,TEST/subject14_config3/clip09_label7.npy
syn54236776,clip10_label2.npy,TEST/subject14_config3/clip10_label2.npy
syn54236740,clip11_label6.npy,TEST/subject14_config3/clip11_label6.npy
syn54236763,clip12_label3.npy,TEST/subject14_config3/clip12_label3.npy
syn54236769,clip13_label8.npy,TEST/subject14_config3/clip13_label8.npy
syn54236761,clip14_label4.npy,TEST/subject14_config3/clip14_label4.npy
syn54236767,clip15_label5.npy,TEST/subject14_config3/clip15_label5.npy
syn54236748,clip16_label8.npy,TEST/subject14_config3/clip16_label8.npy
syn54236747,clip17_label2.npy,TEST/subject14_config3/clip17_label2.npy
syn54236777,clip18_label9.npy,TEST/subject14_config3/clip18_label9.npy
syn54236764,clip19_label3.npy,TEST/subject14_config3/clip19_label3.npy
syn54236746,clip20_label8.npy,TEST/subject14_config3/clip20_label8.npy
syn54236421,clip00_label8.npy,TRAIN/subject01_config1/clip00_label8.npy
syn54236424,clip01_label0.npy,TRAIN/subject01_config1/clip01_label0.npy
syn54236428,clip02_label8.npy,TRAIN/subject01_config1/clip02_label8.npy
syn54236420,clip03_label1.npy,TRAIN/subject01_config1/clip03_label1.npy
syn54236429,clip04_label1.npy,TRAIN/subject01_config1/clip04_label1.npy
syn54236430,clip05_label8.npy,TRAIN/subject01_config1/clip05_label8.npy
syn54236409,clip06_label2.npy,TRAIN/subject01_config1/clip06_label2.npy
syn54236435,clip07_label6.npy,TRAIN/subject01_config1/clip07_label6.npy
syn54236433,clip08_label3.npy,TRAIN/subject01_config1/clip08_label3.npy
syn54236422,clip09_label7.npy,TRAIN/subject01_config1/clip09_label7.npy
syn54236436,clip10_label2.npy,TRAIN/subject01_config1/clip10_label2.npy
syn54236411,clip11_label6.npy,TRAIN/subject01_config1/clip11_label6.npy
syn54236431,clip12_label3.npy,TRAIN/subject01_config1/clip12_label3.npy
syn54236434,clip13_label8.npy,TRAIN/subject01_config1/clip13_label8.npy
syn54236412,clip14_label8.npy,TRAIN/subject01_config1/clip14_label8.npy
syn54236410,clip15_label4.npy,TRAIN/subject01_config1/clip15_label4.npy
syn54236423,clip16_label8.npy,TRAIN/subject01_config1/clip16_label8.npy
syn54236427,clip17_label5.npy,TRAIN/subject01_config1/clip17_label5.npy
syn54236437,clip18_label8.npy,TRAIN/subject01_config1/clip18_label8.npy
syn54236438,clip19_label2.npy,TRAIN/subject01_config1/clip19_label2.npy
syn54236432,clip20_label9.npy,TRAIN/subject01_config1/clip20_label9.npy
syn54236417,clip21_label3.npy,TRAIN/subject01_config1/clip21_label3.npy
syn54236418,clip22_label8.npy,TRAIN/subject01_config1/clip22_label8.npy
syn54236357,clip00_label8.npy,TRAIN/subject01_config2/clip00_label8.npy
syn54236360,clip01_label0.npy,TRAIN/subject01_config2/clip01_label0.npy
syn54236363,clip02_label1.npy,TRAIN/subject01_config2/clip02_label1.npy
syn54236354,clip03_label1.npy,TRAIN/subject01_config2/clip03_label1.npy
syn54236358,clip04_label8.npy,TRAIN/subject01_config2/clip04_label8.npy
syn54236347,clip05_label2.npy,TRAIN/subject01_config2/clip05_label2.npy
syn54236359,clip06_label6.npy,TRAIN/subject01_config2/clip06_label6.npy
syn54236348,clip07_label3.npy,TRAIN/subject01_config2/clip07_label3.npy
syn54236374,clip08_label7.npy,TRAIN/subject01_config2/clip08_label7.npy
syn54236364,clip09_label2.npy,TRAIN/subject01_config2/clip09_label2.npy
syn54236373,clip10_label6.npy,TRAIN/subject01_config2/clip10_label6.npy
syn54236368,clip11_label3.npy,TRAIN/subject01_config2/clip11_label3.npy
syn54236351,clip12_label8.npy,TRAIN/subject01_config2/clip12_label8.npy
syn54236361,clip13_label4.npy,TRAIN/subject01_config2/clip13_label4.npy
syn54236376,clip14_label5.npy,TRAIN/subject01_config2/clip14_label5.npy
syn54236365,clip15_label8.npy,TRAIN/subject01_config2/clip15_label8.npy
syn54236362,clip16_label2.npy,TRAIN/subject01_config2/clip16_label2.npy
syn54236372,clip17_label9.npy,TRAIN/subject01_config2/clip17_label9.npy
syn54236366,clip18_label3.npy,TRAIN/subject01_config2/clip18_label3.npy
syn54236375,clip19_label8.npy,TRAIN/subject01_config2/clip19_label8.npy
syn54236186,clip00_label8.npy,TRAIN/subject01_config3/clip00_label8.npy
syn54236190,clip01_label0.npy,TRAIN/subject01_config3/clip01_label0.npy
syn54236195,clip02_label1.npy,TRAIN/subject01_config3/clip02_label1.npy
syn54236185,clip03_label1.npy,TRAIN/subject01_config3/clip03_label1.npy
syn54236187,clip04_label8.npy,TRAIN/subject01_config3/clip04_label8.npy
syn54236178,clip05_label2.npy,TRAIN/subject01_config3/clip05_label2.npy
syn54236188,clip06_label6.npy,TRAIN/subject01_config3/clip06_label6.npy
syn54236181,clip07_label3.npy,TRAIN/subject01_config3/clip07_label3.npy
syn54236202,clip08_label7.npy,TRAIN/subject01_config3/clip08_label7.npy
syn54236197,clip09_label2.npy,TRAIN/subject01_config3/clip09_label2.npy
syn54236200,clip10_label6.npy,TRAIN/subject01_config3/clip10_label6.npy
syn54236199,clip11_label3.npy,TRAIN/subject01_config3/clip11_label3.npy
syn54236182,clip12_label8.npy,TRAIN/subject01_config3/clip12_label8.npy
syn54236191,clip13_label4.npy,TRAIN/subject01_config3/clip13_label4.npy
syn54236180,clip14_label8.npy,TRAIN/subject01_config3/clip14_label8.npy
syn54236179,clip15_label4.npy,TRAIN/subject01_config3/clip15_label4.npy
syn54236189,clip16_label8.npy,TRAIN/subject01_config3/clip16_label8.npy
syn54236194,clip17_label5.npy,TRAIN/subject01_config3/clip17_label5.npy
syn54236203,clip18_label8.npy,TRAIN/subject01_config3/clip18_label8.npy
syn54236204,clip19_label8.npy,TRAIN/subject01_config3/clip19_label8.npy
syn54236196,clip20_label2.npy,TRAIN/subject01_config3/clip20_label2.npy
syn54236201,clip21_label9.npy,TRAIN/subject01_config3/clip21_label9.npy
syn54236198,clip22_label3.npy,TRAIN/subject01_config3/clip22_label3.npy
syn54236205,clip23_label8.npy,TRAIN/subject01_config3/clip23_label8.npy
syn54235947,clip00_label8.npy,TRAIN/subject02_config1/clip00_label8.npy
syn54235954,clip01_label0.npy,TRAIN/subject02_config1/clip01_label0.npy
syn54235956,clip02_label8.npy,TRAIN/subject02_config1/clip02_label8.npy
syn54235951,clip03_label0.npy,TRAIN/subject02_config1/clip03_label0.npy
syn54235949,clip04_label8.npy,TRAIN/subject02_config1/clip04_label8.npy
syn54235955,clip05_label1.npy,TRAIN/subject02_config1/clip05_label1.npy
syn54235962,clip06_label8.npy,TRAIN/subject02_config1/clip06_label8.npy
syn54235963,clip07_label1.npy,TRAIN/subject02_config1/clip07_label1.npy
syn54235952,clip08_label8.npy,TRAIN/subject02_config1/clip08_label8.npy
syn54235961,clip09_label1.npy,TRAIN/subject02_config1/clip09_label1.npy
syn54235942,clip10_label8.npy,TRAIN/subject02_config1/clip10_label8.npy
syn54235941,clip11_label8.npy,TRAIN/subject02_config1/clip11_label8.npy
syn54235972,clip12_label2.npy,TRAIN/subject02_config1/clip12_label2.npy
syn54235946,clip13_label6.npy,TRAIN/subject02_config1/clip13_label6.npy
syn54235948,clip14_label3.npy,TRAIN/subject02_config1/clip14_label3.npy
syn54235966,clip15_label7.npy,TRAIN/subject02_config1/clip15_label7.npy
syn54235959,clip16_label2.npy,TRAIN/subject02_config1/clip16_label2.npy
syn54235973,clip17_label6.npy,TRAIN/subject02_config1/clip17_label6.npy
syn54235965,clip18_label3.npy,TRAIN/subject02_config1/clip18_label3.npy
syn54235969,clip19_label8.npy,TRAIN/subject02_config1/clip19_label8.npy
syn54235950,clip20_label8.npy,TRAIN/subject02_config1/clip20_label8.npy
syn54235957,clip21_label4.npy,TRAIN/subject02_config1/clip21_label4.npy
syn54235945,clip22_label8.npy,TRAIN/subject02_config1/clip22_label8.npy
syn54235960,clip23_label5.npy,TRAIN/subject02_config1/clip23_label5.npy
syn54235944,clip24_label8.npy,TRAIN/subject02_config1/clip24_label8.npy
syn54235964,clip25_label8.npy,TRAIN/subject02_config1/clip25_label8.npy
syn54235958,clip26_label2.npy,TRAIN/subject02_config1/clip26_label2.npy
syn54235974,clip27_label9.npy,TRAIN/subject02_config1/clip27_label9.npy
syn54235953,clip28_label3.npy,TRAIN/subject02_config1/clip28_label3.npy
syn54235943,clip29_label8.npy,TRAIN/subject02_config1/clip29_label8.npy
syn54235893,clip00_label8.npy,TRAIN/subject02_config2/clip00_label8.npy
syn54235897,clip01_label0.npy,TRAIN/subject02_config2/clip01_label0.npy
syn54235899,clip02_label8.npy,TRAIN/subject02_config2/clip02_label8.npy
syn54235892,clip03_label1.npy,TRAIN/subject02_config2/clip03_label1.npy
syn54235900,clip04_label1.npy,TRAIN/subject02_config2/clip04_label1.npy
syn54235901,clip05_label8.npy,TRAIN/subject02_config2/clip05_label8.npy
syn54235902,clip06_label8.npy,TRAIN/subject02_config2/clip06_label8.npy
syn54235891,clip07_label2.npy,TRAIN/subject02_config2/clip07_label2.npy
syn54235896,clip08_label6.npy,TRAIN/subject02_config2/clip08_label6.npy
syn54235894,clip09_label3.npy,TRAIN/subject02_config2/clip09_label3.npy
syn54235895,clip10_label7.npy,TRAIN/subject02_config2/clip10_label7.npy
syn54235905,clip11_label2.npy,TRAIN/subject02_config2/clip11_label2.npy
syn54235909,clip12_label6.npy,TRAIN/subject02_config2/clip12_label6.npy
syn54235890,clip13_label3.npy,TRAIN/subject02_config2/clip13_label3.npy
syn54235889,clip14_label8.npy,TRAIN/subject02_config2/clip14_label8.npy
